date,sentiment_category,Closed PnL_sum,Closed PnL_mean,Closed PnL_median,Closed PnL_std,Closed PnL_count,Size USD_mean,Size USD_sum,is_profitable_mean,pnl_per_dollar_mean
2023-12-05,Extreme Fear,0.0,,,,0,,0.0,,
2023-12-05,Fear,0.0,,,,0,,0.0,,
2023-12-05,Greed,0.0,0.0,0.0,0.0,2,12499.31,24998.62,0.0,0.0
2023-12-05,Extreme Greed,0.0,,,,0,,0.0,,
2023-12-14,Extreme Fear,0.0,,,,0,,0.0,,
2023-12-14,Fear,0.0,,,,0,,0.0,,
2023-12-14,Greed,-527.2331300000001,-263.61656500000004,-263.61656500000004,354.10007605901257,2,12762.92,25525.84,0.0,-0.020643999232530363
2023-12-14,Extreme Greed,0.0,,,,0,,0.0,,
2023-12-22,Extreme Fear,0.0,,,,0,,0.0,,
2023-12-22,Fear,0.0,,,,0,,0.0,,
2023-12-22,Greed,141.832675,20.261810714285712,0.0,48.67037063197347,7,8459.449999999999,59216.149999999994,0.2857142857142857,0.0013708102441945902
2023-12-22,Extreme Greed,0.0,,,,0,,0.0,,
2023-12-24,Extreme Fear,0.0,,,,0,,0.0,,
2023-12-24,Fear,0.0,,,,0,,0.0,,
2023-12-24,Greed,-5.698476,-0.47487300000000005,0.0,2.960910627428694,12,16670.533333333336,200046.40000000002,0.3333333333333333,6.867753104035263e-06
2023-12-24,Extreme Greed,0.0,,,,0,,0.0,,
2023-12-29,Extreme Fear,0.0,,,,0,,0.0,,
2023-12-29,Fear,0.0,,,,0,,0.0,,
2023-12-29,Greed,24.302049999999998,6.075512499999999,0.03887,12.099212251275908,4,15777.7075,63110.83,0.75,0.0005836631721294768
2023-12-29,Extreme Greed,0.0,,,,0,,0.0,,
2023-12-30,Extreme Fear,0.0,,,,0,,0.0,,
2023-12-30,Fear,0.0,,,,0,,0.0,,
2023-12-30,Greed,35.896412000000026,2.393094133333335,0.27251,91.57041369780569,15,19966.016,299490.24,0.5333333333333333,0.0022050877515298116
2023-12-30,Extreme Greed,0.0,,,,0,,0.0,,
2024-01-01,Extreme Fear,0.0,,,,0,,0.0,,
2024-01-01,Fear,0.0,,,,0,,0.0,,
2024-01-01,Greed,281.677062,70.4192655,0.0,140.838531,4,25182.405,100729.62,0.25,0.0014021058387903933
2024-01-01,Extreme Greed,0.0,,,,0,,0.0,,
2024-01-02,Extreme Fear,0.0,,,,0,,0.0,,
2024-01-02,Fear,0.0,,,,0,,0.0,,
2024-01-02,Greed,-252.794221,-63.19855525,0.0,126.3971105,4,25551.802499999998,102207.20999999999,0.0,-0.0012336244372923822
2024-01-02,Extreme Greed,0.0,,,,0,,0.0,,
2024-01-05,Extreme Fear,0.0,,,,0,,0.0,,
2024-01-05,Fear,0.0,,,,0,,0.0,,
2024-01-05,Greed,226.57376300000004,5.034972511111112,0.0,70.2909281312414,45,26734.814666666665,1203066.66,0.2,0.0001790826489653345
2024-01-05,Extreme Greed,0.0,,,,0,,0.0,,
2024-01-06,Extreme Fear,0.0,,,,0,,0.0,,
2024-01-06,Fear,0.0,,,,0,,0.0,,
2024-01-06,Greed,-129.30096,-43.10032,-8.4,67.5081083152772,3,33387.753333333334,100163.26000000001,0.0,-0.0017123872519299729
2024-01-06,Extreme Greed,0.0,,,,0,,0.0,,
2024-01-07,Extreme Fear,0.0,,,,0,,0.0,,
2024-01-07,Fear,0.0,,,,0,,0.0,,
2024-01-07,Greed,-129.943901,-8.662926733333334,0.0,41.161799245613835,15,22985.746666666666,344786.2,0.26666666666666666,-0.0005663148454634482
2024-01-07,Extreme Greed,0.0,,,,0,,0.0,,
2024-01-08,Extreme Fear,0.0,,,,0,,0.0,,
2024-01-08,Fear,0.0,,,,0,,0.0,,
2024-01-08,Greed,574.1827549999999,14.004457439024389,0.0,141.5288558927825,41,18190.803658536584,745822.95,0.3902439024390244,0.000597972766006439
2024-01-08,Extreme Greed,0.0,,,,0,,0.0,,
2024-01-09,Extreme Fear,0.0,,,,0,,0.0,,
2024-01-09,Fear,0.0,,,,0,,0.0,,
2024-01-09,Greed,0.0,,,,0,,0.0,,
2024-01-09,Extreme Greed,547.545704,27.3772852,0.0,93.4555015246717,20,17467.9065,349358.13,0.15,0.0005513380084669097
2024-01-10,Extreme Fear,0.0,,,,0,,0.0,,
2024-01-10,Fear,0.0,,,,0,,0.0,,
2024-01-10,Greed,-206.15056199999995,-4.294803374999999,0.0,109.53848174811851,48,19580.742083333334,939875.62,0.3541666666666667,0.0001967876622466589
2024-01-10,Extreme Greed,0.0,,,,0,,0.0,,
2024-01-11,Extreme Fear,0.0,,,,0,,0.0,,
2024-01-11,Fear,0.0,,,,0,,0.0,,
2024-01-11,Greed,0.0,,,,0,,0.0,,
2024-01-11,Extreme Greed,-50.23381,-10.046762,0.0,22.46524278576174,5,19218.9,96094.5,0.0,-0.0004025920860550451
2024-01-12,Extreme Fear,0.0,,,,0,,0.0,,
2024-01-12,Fear,0.0,,,,0,,0.0,,
2024-01-12,Greed,-1925.519024,-320.9198373333333,0.0,721.7401905753026,6,33013.81166666667,198082.87,0.0,-0.0066389003011896675
2024-01-12,Extreme Greed,0.0,,,,0,,0.0,,
2024-01-15,Extreme Fear,0.0,,,,0,,0.0,,
2024-01-15,Fear,0.0,,,,0,,0.0,,
2024-01-15,Greed,0.0,0.0,0.0,0.0,5,10001.248,50006.24,0.0,0.0
2024-01-15,Extreme Greed,0.0,,,,0,,0.0,,
2024-01-16,Extreme Fear,0.0,,,,0,,0.0,,
2024-01-16,Fear,0.0,,,,0,,0.0,,
2024-01-16,Greed,-2431.1318579999997,-607.7829644999999,-468.46729799999997,1334.4451157351077,4,23427.2225,93708.89,0.5,-0.02979408316901793
2024-01-16,Extreme Greed,0.0,,,,0,,0.0,,
2024-01-17,Extreme Fear,0.0,,,,0,,0.0,,
2024-01-17,Fear,0.0,,,,0,,0.0,,
2024-01-17,Greed,-32.75793199999999,-1.3103172799999996,0.0,15.639952303412127,25,15996.6648,399916.62,0.12,-0.0002521242976492236
2024-01-17,Extreme Greed,0.0,,,,0,,0.0,,
2024-01-18,Extreme Fear,0.0,,,,0,,0.0,,
2024-01-18,Fear,0.0,,,,0,,0.0,,
2024-01-18,Greed,238.8017,9.552068,0.0,44.44778074906553,25,7989.833199999999,199745.83,0.12,0.0002882412021180252
2024-01-18,Extreme Greed,0.0,,,,0,,0.0,,
2024-01-19,Extreme Fear,0.0,,,,0,,0.0,,
2024-01-19,Fear,0.0,,,,0,,0.0,,
2024-01-19,Greed,-41.045332,-2.7363554666666667,0.0,79.76967576392774,15,14996.896,224953.44,0.3333333333333333,0.0010999492610722767
2024-01-19,Extreme Greed,0.0,,,,0,,0.0,,
2024-01-20,Extreme Fear,0.0,,,,0,,0.0,,
2024-01-20,Fear,0.0,,,,0,,0.0,,
2024-01-20,Greed,-569.841988,-16.281199657142857,0.0,49.97314086033002,35,14302.178,500576.23,0.0,-0.0008987088436744272
2024-01-20,Extreme Greed,0.0,,,,0,,0.0,,
2024-01-21,Extreme Fear,0.0,,,,0,,0.0,,
2024-01-21,Fear,0.0,,,,0,,0.0,,
2024-01-21,Greed,0.0,0.0,0.0,0.0,5,9999.310000000001,49996.55,0.0,0.0
2024-01-21,Extreme Greed,0.0,,,,0,,0.0,,
2024-01-22,Extreme Fear,0.0,,,,0,,0.0,,
2024-01-22,Fear,0.0,,,,0,,0.0,,
2024-01-22,Greed,-99.59926700000001,-8.299938916666667,0.0,28.672803349191305,12,10425.445833333333,125105.34999999999,0.0,-0.0005030189253878785
2024-01-22,Extreme Greed,0.0,,,,0,,0.0,,
2024-01-23,Extreme Fear,0.0,,,,0,,0.0,,
2024-01-23,Fear,0.0,,,,0,,0.0,,
2024-01-23,Greed,2470.894349,190.0687960769231,0.0,642.9460153853545,13,16825.663076923076,218733.62,0.23076923076923078,0.007785688804177016
2024-01-23,Extreme Greed,0.0,,,,0,,0.0,,
2024-01-24,Extreme Fear,0.0,,,,0,,0.0,,
2024-01-24,Fear,0.0,,,,0,,0.0,,
2024-01-24,Greed,220.74672700000002,8.175804703703704,0.0,69.81381258279842,27,16515.56111111111,445920.15,0.2222222222222222,0.0002756611228983216
2024-01-24,Extreme Greed,0.0,,,,0,,0.0,,
2024-01-29,Extreme Fear,0.0,,,,0,,0.0,,
2024-01-29,Fear,0.0,,,,0,,0.0,,
2024-01-29,Greed,54.032264,2.078164,0.0,5.353172241279625,26,7689.943076923077,199938.52,0.38461538461538464,0.00023005316571743237
2024-01-29,Extreme Greed,0.0,,,,0,,0.0,,
2024-01-30,Extreme Fear,0.0,,,,0,,0.0,,
2024-01-30,Fear,0.0,,,,0,,0.0,,
2024-01-30,Greed,-576.288932,-19.209631066666667,0.0,45.50248283221274,30,6685.845,200575.35,0.0,-0.0033425289386716924
2024-01-30,Extreme Greed,0.0,,,,0,,0.0,,
2024-01-31,Extreme Fear,0.0,,,,0,,0.0,,
2024-01-31,Fear,0.0,,,,0,,0.0,,
2024-01-31,Greed,-70.53156000000001,-0.13037256931608135,0.0,19.202136832623154,541,5828.333530499076,3153128.44,0.37153419593345655,0.00012198681739074532
2024-01-31,Extreme Greed,0.0,,,,0,,0.0,,
2024-02-02,Extreme Fear,0.0,,,,0,,0.0,,
2024-02-02,Fear,0.0,,,,0,,0.0,,
2024-02-02,Greed,48.349943999999994,3.453567428571428,0.0,24.47930024882346,14,14281.75857142857,199944.62,0.14285714285714285,-1.0192436318675771e-05
2024-02-02,Extreme Greed,0.0,,,,0,,0.0,,
2024-02-03,Extreme Fear,0.0,,,,0,,0.0,,
2024-02-03,Fear,0.0,,,,0,,0.0,,
2024-02-03,Greed,-330.656573,-8.701488763157894,0.0,32.62641454610792,38,7967.491315789473,302764.67,0.0,-0.0006002724040936857
2024-02-03,Extreme Greed,0.0,,,,0,,0.0,,
2024-02-04,Extreme Fear,0.0,,,,0,,0.0,,
2024-02-04,Fear,0.0,,,,0,,0.0,,
2024-02-04,Greed,312.585267,34.73169633333333,24.861816,39.74982978876,9,11347.903333333332,102131.12999999999,1.0,0.0030668773989462224
2024-02-04,Extreme Greed,0.0,,,,0,,0.0,,
2024-02-05,Extreme Fear,0.0,,,,0,,0.0,,
2024-02-05,Fear,0.0,,,,0,,0.0,,
2024-02-05,Greed,-110.55305100000001,-4.4221220400000005,0.0,47.093907725400406,25,12002.7924,300069.81,0.04,-0.0008641935062964944
2024-02-05,Extreme Greed,0.0,,,,0,,0.0,,
2024-02-06,Extreme Fear,0.0,,,,0,,0.0,,
2024-02-06,Fear,0.0,,,,0,,0.0,,
2024-02-06,Greed,830.300255,1.5519630934579438,0.0,13.083848120556556,535,7852.305345794393,4200983.36,0.2635514018691589,9.280014922890567e-05
2024-02-06,Extreme Greed,0.0,,,,0,,0.0,,
2024-02-11,Extreme Fear,0.0,,,,0,,0.0,,
2024-02-11,Fear,0.0,,,,0,,0.0,,
2024-02-11,Greed,1.832736,0.152728,0.0,0.5165327537438278,12,8361.8125,100341.75,0.3333333333333333,0.008667072588955655
2024-02-11,Extreme Greed,0.0,,,,0,,0.0,,
2024-02-12,Extreme Fear,0.0,,,,0,,0.0,,
2024-02-12,Fear,0.0,,,,0,,0.0,,
2024-02-12,Greed,-3522.533369,-391.3925965555556,-177.005988,400.7372406344061,9,11488.857777777777,103399.72,0.0,-0.03410142150838854
2024-02-12,Extreme Greed,0.0,,,,0,,0.0,,
2024-02-14,Extreme Fear,0.0,,,,0,,0.0,,
2024-02-14,Fear,0.0,,,,0,,0.0,,
2024-02-14,Greed,0.0,0.0,0.0,0.0,12,4166.599166666667,49999.19,0.0,0.0
2024-02-14,Extreme Greed,0.0,,,,0,,0.0,,
2024-02-15,Extreme Fear,0.0,,,,0,,0.0,,
2024-02-15,Fear,0.0,,,,0,,0.0,,
2024-02-15,Greed,-2467.497859,-822.4992863333333,-470.292557,1023.1873264875971,3,17488.89,52466.67,0.0,-0.047029687911669726
2024-02-15,Extreme Greed,0.0,,,,0,,0.0,,
2024-02-16,Extreme Fear,0.0,,,,0,,0.0,,
2024-02-16,Fear,0.0,,,,0,,0.0,,
2024-02-16,Greed,0.0,0.0,0.0,0.0,2,24999.875,49999.75,0.0,0.0
2024-02-16,Extreme Greed,0.0,,,,0,,0.0,,
2024-02-17,Extreme Fear,0.0,,,,0,,0.0,,
2024-02-17,Fear,0.0,,,,0,,0.0,,
2024-02-17,Greed,0.0,,,,0,,0.0,,
2024-02-17,Extreme Greed,147.01004999999998,29.402009999999997,14.74308,36.08929985425597,5,9970.547999999999,49852.74,1.0,0.0029488988704539122
2024-02-19,Extreme Fear,0.0,,,,0,,0.0,,
2024-02-19,Fear,0.0,,,,0,,0.0,,
2024-02-19,Greed,0.0037800000000000004,0.0009450000000000001,0.00021,0.0016221282316759055,4,10.9475,43.79,0.5,8.630136986301371e-05
2024-02-19,Extreme Greed,0.0,,,,0,,0.0,,
2024-02-20,Extreme Fear,0.0,,,,0,,0.0,,
2024-02-20,Fear,0.0,,,,0,,0.0,,
2024-02-20,Greed,-0.01449,-0.007245,-0.007245,0.010245977259393073,2,10.895,21.79,0.0,-0.000665289256198347
2024-02-20,Extreme Greed,0.0,,,,0,,0.0,,
2024-02-22,Extreme Fear,0.0,,,,0,,0.0,,
2024-02-22,Fear,0.0,,,,0,,0.0,,
2024-02-22,Greed,-0.00021,-0.000105,-0.000105,0.000148492424049175,2,10.83,21.66,0.0,-9.695290858725762e-06
2024-02-22,Extreme Greed,0.0,,,,0,,0.0,,
2024-02-23,Extreme Fear,0.0,,,,0,,0.0,,
2024-02-23,Fear,0.0,,,,0,,0.0,,
2024-02-23,Greed,0.0,,,,0,,0.0,,
2024-02-23,Extreme Greed,-0.00357,-0.001785,-0.001785,0.0025243712088359746,2,10.855,21.71,0.0,-0.00016451612903225807
2024-03-04,Extreme Fear,0.0,,,,0,,0.0,,
2024-03-04,Fear,0.0,,,,0,,0.0,,
2024-03-04,Greed,0.0,,,,0,,0.0,,
2024-03-04,Extreme Greed,0.01178,0.00589,0.00589,0.00832971788237753,2,11.95,23.9,0.5,0.0004924749163879599
2024-03-27,Extreme Fear,0.0,,,,0,,0.0,,
2024-03-27,Fear,0.0,,,,0,,0.0,,
2024-03-27,Greed,0.0,,,,0,,0.0,,
2024-03-27,Extreme Greed,-0.01552,-0.002586666666666667,-8e-05,0.005949261018535551,6,11.226666666666667,67.36,0.0,-0.00022921684736334827
2024-05-21,Extreme Fear,0.0,,,,0,,0.0,,
2024-05-21,Fear,0.0,,,,0,,0.0,,
2024-05-21,Greed,0.0,,,,0,,0.0,,
2024-05-21,Extreme Greed,-527.567728,-23.980351272727273,-1.0643935,33.984348409416135,22,12472.398636363638,274392.77,0.0,-0.001920621304304883
2024-05-29,Extreme Fear,0.0,,,,0,,0.0,,
2024-05-29,Fear,0.0,,,,0,,0.0,,
2024-05-29,Greed,1.50552,0.150552,0.054569999999999994,0.32907791879735715,10,200.044,2000.44,0.9,0.0013536947675495447
2024-05-29,Extreme Greed,0.0,,,,0,,0.0,,
2024-05-30,Extreme Fear,0.0,,,,0,,0.0,,
2024-05-30,Fear,0.0,,,,0,,0.0,,
2024-05-30,Greed,2.57278,1.28639,1.28639,1.8192301845011256,2,553.6600000000001,1107.3200000000002,0.5,0.0023288556583449496
2024-05-30,Extreme Greed,0.0,,,,0,,0.0,,
2024-06-04,Extreme Fear,0.0,,,,0,,0.0,,
2024-06-04,Fear,0.0,,,,0,,0.0,,
2024-06-04,Greed,8.063304,0.8063304,0.0,2.2018789436210158,10,554.022,5540.22,0.2,0.0005183477733820993
2024-06-04,Extreme Greed,0.0,,,,0,,0.0,,
2024-06-05,Extreme Fear,0.0,,,,0,,0.0,,
2024-06-05,Fear,0.0,,,,0,,0.0,,
2024-06-05,Greed,-0.00696,-0.00348,-0.00348,0.0049214631970583705,2,499.475,998.95,0.0,-6.967245935773204e-06
2024-06-05,Extreme Greed,0.0,,,,0,,0.0,,
2024-06-07,Extreme Fear,0.0,,,,0,,0.0,,
2024-06-07,Fear,0.0,,,,0,,0.0,,
2024-06-07,Greed,0.0,,,,0,,0.0,,
2024-06-07,Extreme Greed,44.90213,8.980426,0.0,20.080843002906526,5,6673.960000000001,33369.8,0.2,0.0005375134895719549
2024-06-08,Extreme Fear,0.0,,,,0,,0.0,,
2024-06-08,Fear,0.0,,,,0,,0.0,,
2024-06-08,Greed,26.649250000000002,6.6623125000000005,4.144205,8.723007020576391,4,5565.0675,22260.27,0.5,0.0011953780246630144
2024-06-08,Extreme Greed,0.0,,,,0,,0.0,,
2024-06-11,Extreme Fear,0.0,,,,0,,0.0,,
2024-06-11,Fear,0.0,,,,0,,0.0,,
2024-06-11,Greed,23.732546,1.5821697333333333,0.0,4.251631284603047,15,741.3606666666667,11120.41,0.26666666666666666,0.0009477885329716334
2024-06-11,Extreme Greed,0.0,,,,0,,0.0,,
2024-06-12,Extreme Fear,0.0,,,,0,,0.0,,
2024-06-12,Fear,0.0,,,,0,,0.0,,
2024-06-12,Greed,-7.644737,-1.5289474,0.0,3.418830320421562,5,1556.312,7781.5599999999995,0.0,-0.00039258136907512964
2024-06-12,Extreme Greed,0.0,,,,0,,0.0,,
2024-07-19,Extreme Fear,0.0,,,,0,,0.0,,
2024-07-19,Fear,0.0,,,,0,,0.0,,
2024-07-19,Greed,35.79975,17.899875,17.899875,25.314245989783107,2,1017.63,2035.26,0.5,0.01728571359593638
2024-07-19,Extreme Greed,0.0,,,,0,,0.0,,
2024-07-29,Extreme Fear,0.0,,,,0,,0.0,,
2024-07-29,Fear,0.0,,,,0,,0.0,,
2024-07-29,Greed,129.729619,4.633200678571429,0.0,7.657496428091496,28,11259.171071428571,315256.79,0.4642857142857143,0.0004553465961147902
2024-07-29,Extreme Greed,0.0,,,,0,,0.0,,
2024-08-01,Extreme Fear,0.0,,,,0,,0.0,,
2024-08-01,Fear,0.0,,,,0,,0.0,,
2024-08-01,Greed,-8.714336,-0.544646,0.0,2.178584,16,1659.2825,26548.52,0.0,-0.0005448530441567796
2024-08-01,Extreme Greed,0.0,,,,0,,0.0,,
2024-08-02,Extreme Fear,0.0,,,,0,,0.0,,
2024-08-02,Fear,0.0,,,,0,,0.0,,
2024-08-02,Greed,228.247701,19.02064175,8.947404,24.768322961234876,12,2064.066666666667,24768.800000000003,1.0,0.009195280007132158
2024-08-02,Extreme Greed,0.0,,,,0,,0.0,,
2024-08-04,Extreme Fear,0.0,,,,0,,0.0,,
2024-08-04,Fear,87.984045,4.39920225,0.0,18.645447016886873,20,4086.5285000000003,81730.57,0.1,0.0005530461404361095
2024-08-04,Greed,0.0,,,,0,,0.0,,
2024-08-04,Extreme Greed,0.0,,,,0,,0.0,,
2024-08-05,Extreme Fear,0.0,,,,0,,0.0,,
2024-08-05,Fear,160.44369899999998,7.292895409090908,0.0,17.399493432208274,22,4090.7031818181817,89995.47,0.3181818181818182,0.0023808045185585887
2024-08-05,Greed,0.0,,,,0,,0.0,,
2024-08-05,Extreme Greed,0.0,,,,0,,0.0,,
2024-08-06,Extreme Fear,0.0,0.0,0.0,0.0,2,12496.795,24993.59,0.0,0.0
2024-08-06,Fear,0.0,,,,0,,0.0,,
2024-08-06,Greed,0.0,,,,0,,0.0,,
2024-08-06,Extreme Greed,0.0,,,,0,,0.0,,
2024-08-09,Extreme Fear,0.0,,,,0,,0.0,,
2024-08-09,Fear,0.0,,,,0,,0.0,,
2024-08-09,Greed,7524.850424,752.4850424,465.850024,781.6882210547398,10,13243.185000000001,132431.85,1.0,0.05682053089499776
2024-08-09,Extreme Greed,0.0,,,,0,,0.0,,
2024-08-16,Extreme Fear,0.0,,,,0,,0.0,,
2024-08-16,Fear,825.230544,103.153818,0.0,147.68673570908194,8,18854.94,150839.52,0.375,0.004080863216237816
2024-08-16,Greed,0.0,,,,0,,0.0,,
2024-08-16,Extreme Greed,0.0,,,,0,,0.0,,
2024-08-19,Extreme Fear,0.0,,,,0,,0.0,,
2024-08-19,Fear,339.69958299999996,42.462447874999995,14.0197665,67.50399160612497,8,12539.37875,100315.03,0.625,0.00421380552707046
2024-08-19,Greed,0.0,,,,0,,0.0,,
2024-08-19,Extreme Greed,0.0,,,,0,,0.0,,
2024-08-24,Extreme Fear,0.0,,,,0,,0.0,,
2024-08-24,Fear,0.0,,,,0,,0.0,,
2024-08-24,Greed,0.0,0.0,0.0,0.0,5,3999.9199999999996,19999.6,0.0,0.0
2024-08-24,Extreme Greed,0.0,,,,0,,0.0,,
2024-08-25,Extreme Fear,0.0,,,,0,,0.0,,
2024-08-25,Fear,0.0,,,,0,,0.0,,
2024-08-25,Greed,0.0,0.0,0.0,0.0,5,999.8619999999999,4999.3099999999995,0.0,0.0
2024-08-25,Extreme Greed,0.0,,,,0,,0.0,,
2024-08-28,Extreme Fear,0.0,,,,0,,0.0,,
2024-08-28,Fear,1333.359645,666.6798225,666.6798225,11.428814876360201,2,11832.755000000001,23665.510000000002,1.0,0.0563420011282717
2024-08-28,Greed,0.0,,,,0,,0.0,,
2024-08-28,Extreme Greed,0.0,,,,0,,0.0,,
2024-08-29,Extreme Fear,0.0,,,,0,,0.0,,
2024-08-29,Fear,0.0,0.0,0.0,,1,9995.85,9995.85,0.0,0.0
2024-08-29,Greed,0.0,,,,0,,0.0,,
2024-08-29,Extreme Greed,0.0,,,,0,,0.0,,
2024-08-30,Extreme Fear,0.0,,,,0,,0.0,,
2024-08-30,Fear,256.464,256.464,256.464,,1,9739.38,9739.38,1.0,0.02633268236787147
2024-08-30,Greed,0.0,,,,0,,0.0,,
2024-08-30,Extreme Greed,0.0,,,,0,,0.0,,
2024-08-31,Extreme Fear,0.0,,,,0,,0.0,,
2024-08-31,Fear,-0.00845,-0.0014083333333333333,0.0,0.003449698054419642,6,8500.181666666665,51001.09,0.0,-2.8173428289456132e-06
2024-08-31,Greed,0.0,,,,0,,0.0,,
2024-08-31,Extreme Greed,0.0,,,,0,,0.0,,
2024-09-04,Extreme Fear,0.0,,,,0,,0.0,,
2024-09-04,Fear,-2241.785214,-747.261738,-469.244772,873.7261815915379,3,15919.826666666668,47759.48,0.0,-0.04693906839255164
2024-09-04,Greed,0.0,,,,0,,0.0,,
2024-09-04,Extreme Greed,0.0,,,,0,,0.0,,
2024-09-20,Extreme Fear,0.0,,,,0,,0.0,,
2024-09-20,Fear,0.0,,,,0,,0.0,,
2024-09-20,Greed,-1.88976,-0.47244,0.0,0.94488,4,7499.4725,29997.89,0.0,-4.725302532783762e-05
2024-09-20,Extreme Greed,0.0,,,,0,,0.0,,
2024-09-22,Extreme Fear,0.0,,,,0,,0.0,,
2024-09-22,Fear,0.0,,,,0,,0.0,,
2024-09-22,Greed,0.0,0.0,0.0,0.0,3,6666.579999999999,19999.739999999998,0.0,0.0
2024-09-22,Extreme Greed,0.0,,,,0,,0.0,,
2024-09-23,Extreme Fear,0.0,,,,0,,0.0,,
2024-09-23,Fear,0.0,,,,0,,0.0,,
